location,lon,lat,population,ID,ID_Gem,Ai_walk_correct,Ai_walk_optimum,Ai_z_norm_correct,Ai_z_norm_optimized
29,8.537994,47.32813,78,13501001,135,0,9.7767252427353e-4,1.2338796432676767e-4,8.444254196935706e-4
30,8.538013,47.32903,69,13501001,135,0,9.6805358405813e-4,1.2338796432676767e-4,8.444254196935706e-4
31,8.538031,47.32993,93,13501002,135,0,9.9725093016354e-4,2.2490221789141956e-4,0.001047374208355511
32,8.53805,47.33083,119,13501002,135,0,8.4330349104648e-4,2.2490221789141956e-4,0.001047374208355511
33,8.539076,47.31643,37,13501001,135,0,7.2501743745981e-4,1.2338796432676767e-4,8.444254196935706e-4
34,8.539094,47.31733,74,13501001,135,0,6.9467501410371e-4,1.2338796432676767e-4,8.444254196935706e-4
35,8.539113,47.31823,55,13501001,135,0,6.5214192193945e-4,1.2338796432676767e-4,8.444254196935706e-4
36,8.539131,47.31912,17,13501001,135,0,5.8870484150668e-4,1.2338796432676767e-4,8.444254196935706e-4
37,8.53915,47.32002,60,13501001,135,2.3357003911777e-4,6.5948174206438e-4,1.2338796432676767e-4,8.444254196935706e-4
38,8.539168,47.32092,35,13501001,135,3.5146558048009e-4,0.00119765862220543,1.2338796432676767e-4,8.444254196935706e-4
39,8.539187,47.32182,7,13501001,135,3.6428220271124e-4,0.0010206665279992701,1.2338796432676767e-4,8.444254196935706e-4
40,8.539224,47.32362,18,13501001,135,2.9730470167866e-4,0.00109078749370655,1.2338796432676767e-4,8.444254196935706e-4
41,8.539243,47.32452,53,13501001,135,2.4488376707726e-4,9.2217874574659e-4,1.2338796432676767e-4,8.444254196935706e-4
42,8.539261,47.32542,44,13501001,135,3.640445499405e-4,0.00126307464623451,1.2338796432676767e-4,8.444254196935706e-4
43,8.53928,47.32632,87,13501001,135,3.8071761964169e-4,0.00128433044736818,1.2338796432676767e-4,8.444254196935706e-4
44,8.539298,47.32722,111,13501002,135,3.0830111963965e-4,0.00125402194954894,2.2490221789141956e-4,0.001047374208355511
45,8.539317,47.32812,115,13501002,135,2.6208782988809e-4,0.00103907984470952,2.2490221789141956e-4,0.001047374208355511
46,8.539335,47.32902,73,13501002,135,2.3000475170526e-4,0.00104100000126597,2.2490221789141956e-4,0.001047374208355511
47,8.539354,47.32992,51,13501002,135,1.8557867790143e-4,0.00103174332328107,2.2490221789141956e-4,0.001047374208355511
48,8.539372,47.33082,53,13501002,135,0,9.9130084574473e-4,2.2490221789141956e-4,0.001047374208355511
49,8.539391,47.33172,72,13501002,135,0,9.3708935365487e-4,2.2490221789141956e-4,0.001047374208355511
50,8.53941,47.33261,39,13501002,135,0,8.2741725926104e-4,2.2490221789141956e-4,0.001047374208355511
51,8.540361,47.31462,35,13501001,135,0,5.4902242946787e-4,1.2338796432676767e-4,8.444254196935706e-4
52,8.54038,47.31551,53,13501001,135,0,5.8076700322332e-4,1.2338796432676767e-4,8.444254196935706e-4
53,8.540398,47.31641,60,13501001,135,0,7.5662139705942e-4,1.2338796432676767e-4,8.444254196935706e-4
54,8.540417,47.31731,57,13501001,135,2.0910288447305e-4,8.8921030524646e-4,1.2338796432676767e-4,8.444254196935706e-4
55,8.540435,47.31821,37,13501001,135,1.9117957881033e-4,7.1335821495653e-4,1.2338796432676767e-4,8.444254196935706e-4
56,8.540454,47.31911,39,13501001,135,0,4.9650450400586e-4,1.2338796432676767e-4,8.444254196935706e-4
57,8.540472,47.32001,74,13501001,135,3.4481267967922e-4,0.00121560719199936,1.2338796432676767e-4,8.444254196935706e-4
58,8.540491,47.32091,106,13501003,135,3.4557218581332e-4,0.00119899970604995,5.13126299685307e-4,0.0012964231631061012
59,8.54051,47.32181,70,13501003,135,4.3015240293529e-4,0.0011874161699512,5.13126299685307e-4,0.0012964231631061012
60,8.540528,47.32271,64,13501003,135,4.6345016344998e-4,0.00127746806197381,5.13126299685307e-4,0.0012964231631061012
61,8.540547,47.32361,63,13501003,135,3.7623358246305e-4,0.00128175425562125,5.13126299685307e-4,0.0012964231631061012
62,8.540565,47.32451,59,13501003,135,3.3513670051346e-4,0.00128581666662167,5.13126299685307e-4,0.0012964231631061012
63,8.540584,47.32541,77,13501003,135,4.0592553821775e-4,0.00133320846314674,5.13126299685307e-4,0.0012964231631061012
64,8.540602,47.32631,60,13501002,135,4.555556658112e-4,0.00135881589739312,2.2490221789141956e-4,0.001047374208355511
65,8.540621,47.32721,42,13501002,135,3.7162749232041e-4,0.00130626460068641,2.2490221789141956e-4,0.001047374208355511
66,8.54064,47.32811,27,13501002,135,3.1442526646137e-4,0.00126766291006857,2.2490221789141956e-4,0.001047374208355511
67,8.540658,47.329,33,13501002,135,2.8912978546161e-4,0.00104116704944843,2.2490221789141956e-4,0.001047374208355511
68,8.540677,47.3299,44,13501002,135,2.4873879307632e-4,0.00103164464124129,2.2490221789141956e-4,0.001047374208355511
69,8.540695,47.3308,34,13501002,135,2.177650549626e-4,9.983670711719e-4,2.2490221789141956e-4,0.001047374208355511
70,8.540714,47.3317,23,13501002,135,2.0905578773143e-4,9.2357745173638e-4,2.2490221789141956e-4,0.001047374208355511
71,8.540732,47.3326,53,13501004,135,1.9507340549984e-4,7.6191462605619e-4,6.138393932911633e-4,8.405342373354929e-4
72,8.540751,47.3335,73,13501004,135,0,6.5447133560697e-4,6.138393932911633e-4,8.405342373354929e-4
73,8.541739,47.3173,94,13501001,135,2.5949198867179e-4,9.6184756900796e-4,1.2338796432676767e-4,8.444254196935706e-4
74,8.541758,47.3182,69,13501003,135,2.5060384063804e-4,0.00102846357478283,5.13126299685307e-4,0.0012964231631061012
75,8.541776,47.3191,49,13501003,135,3.4854716727192e-4,0.00120132679853145,5.13126299685307e-4,0.0012964231631061012
76,8.541795,47.32,53,13501003,135,4.2537970128926e-4,0.00128941984388794,5.13126299685307e-4,0.0012964231631061012
77,8.541814,47.3209,59,13501003,135,4.565618291929e-4,0.00141744790169636,5.13126299685307e-4,0.0012964231631061012
78,8.541832,47.3218,111,13501003,135,5.2497885491384e-4,0.0014441628150479,5.13126299685307e-4,0.0012964231631061012
79,8.541851,47.3227,23,13501003,135,5.9951876276592e-4,0.00142913842893702,5.13126299685307e-4,0.0012964231631061012
80,8.541888,47.3245,41,13501003,135,4.7549980014388e-4,0.0014054647147042,5.13126299685307e-4,0.0012964231631061012
81,8.541907,47.32539,29,13501003,135,5.1252852016511e-4,0.00146672390128502,5.13126299685307e-4,0.0012964231631061012
82,8.541962,47.32809,42,13501002,135,3.8202930318279e-4,0.00126333898438578,2.2490221789141956e-4,0.001047374208355511
83,8.541981,47.32899,51,13501002,135,2.9958282009962e-4,0.00103784768618792,2.2490221789141956e-4,0.001047374208355511
84,8.542,47.32989,31,13501002,135,3.4663776543511e-4,0.00102883625616537,2.2490221789141956e-4,0.001047374208355511
85,8.542018,47.33079,38,13501002,135,2.8205241140006e-4,0.00100180918255329,2.2490221789141956e-4,0.001047374208355511
86,8.542037,47.33169,50,13501002,135,2.2058579058238e-4,8.2128707625916e-4,2.2490221789141956e-4,0.001047374208355511
87,8.542055,47.33259,42,13501004,135,2.2238687956313e-4,7.6919539674143e-4,6.138393932911633e-4,8.405342373354929e-4
88,8.542074,47.33349,34,13501004,135,0,3.7085437556853e-4,6.138393932911633e-4,8.405342373354929e-4
89,8.542093,47.33439,15,13501004,135,0,3.3312293787571e-4,6.138393932911633e-4,8.405342373354929e-4
90,8.542931,47.31099,6,13501001,135,1.7750298853944e-4,3.906504362671e-4,1.2338796432676767e-4,8.444254196935706e-4
91,8.543062,47.31729,26,13501003,135,3.217283490899e-4,0.0010084404560713,5.13126299685307e-4,0.0012964231631061012
92,8.54308,47.31819,8,13501003,135,3.090608258817e-4,0.00100160700023259,5.13126299685307e-4,0.0012964231631061012
93,8.543118,47.31999,23,13501003,135,5.04425772466e-4,0.00128048224439503,5.13126299685307e-4,0.0012964231631061012
94,8.543136,47.32089,52,13501003,135,5.845013848768e-4,0.00131143194149474,5.13126299685307e-4,0.0012964231631061012
95,8.543155,47.32178,141,13501003,135,5.135794872313e-4,0.00133600455304058,5.13126299685307e-4,0.0012964231631061012
96,8.543173,47.32268,66,13501003,135,6.5435900516193e-4,0.00141908955306751,5.13126299685307e-4,0.0012964231631061012
97,8.543192,47.32358,21,13501003,135,6.9793901245395e-4,0.00154506563988637,5.13126299685307e-4,0.0012964231631061012
98,8.543211,47.32448,37,13501003,135,6.129929311387e-4,0.00152710735728639,5.13126299685307e-4,0.0012964231631061012
99,8.543229,47.32538,49,13501003,135,5.8891196315098e-4,0.0012036396321534,5.13126299685307e-4,0.0012964231631061012
100,8.543248,47.32628,14,13501003,135,6.8128148101892e-4,0.00129265300945439,5.13126299685307e-4,0.0012964231631061012
101,8.543267,47.32718,20,13501002,135,5.5425929119744e-4,0.00109496556962586,2.2490221789141956e-4,0.001047374208355511
102,8.543285,47.32808,34,13501002,135,5.5406632783574e-4,9.3512888947227e-4,2.2490221789141956e-4,0.001047374208355511
103,8.543304,47.32898,44,13501002,135,5.3777017803876e-4,0.00117256070972851,2.2490221789141956e-4,0.001047374208355511
104,8.543322,47.32988,69,13501004,135,4.445609705444e-4,9.7934769462238e-4,6.138393932911633e-4,8.405342373354929e-4
105,8.543341,47.33078,56,13501004,135,3.7267430795923e-4,5.6390214383428e-4,6.138393932911633e-4,8.405342373354929e-4
106,8.54336,47.33168,37,13501004,135,3.1965741004016e-4,5.8393729251552e-4,6.138393932911633e-4,8.405342373354929e-4
107,8.543378,47.33258,30,13501004,135,2.5043371778752e-4,5.164440447851e-4,6.138393932911633e-4,8.405342373354929e-4
108,8.543397,47.33348,5,13501004,135,2.1061591442845e-4,3.7847868869225e-4,6.138393932911633e-4,8.405342373354929e-4
109,8.544235,47.31008,3,13901002,139,2.1668625711898e-4,7.2600497364489e-4,5.715822808700232e-4,0.001096828706458473
110,8.544328,47.31458,24,13501003,135,0,9.7997215974439e-4,5.13126299685307e-4,0.0012964231631061012
111,8.544384,47.31728,13,13501003,135,3.5829831399319e-4,0.00102310474246135,5.13126299685307e-4,0.0012964231631061012
112,8.544403,47.31817,11,13501003,135,4.2573216572408e-4,0.00103686842484872,5.13126299685307e-4,0.0012964231631061012
113,8.54444,47.31997,23,13501003,135,5.8517304835733e-4,0.00119432647552979,5.13126299685307e-4,0.0012964231631061012
114,8.544459,47.32087,30,13501003,135,6.6465697292701e-4,0.00133504575956165,5.13126299685307e-4,0.0012964231631061012
115,8.544477,47.32177,22,13501003,135,7.324209772794e-4,0.00143988033889696,5.13126299685307e-4,0.0012964231631061012
116,8.544496,47.32267,48,13501003,135,6.7573932423571e-4,0.00153305353049622,5.13126299685307e-4,0.0012964231631061012
117,8.544515,47.32357,25,13501003,135,7.7158697942814e-4,0.00135585826092804,5.13126299685307e-4,0.0012964231631061012
118,8.544533,47.32447,19,13501003,135,7.1170231461494e-4,0.00126484866397709,5.13126299685307e-4,0.0012964231631061012
119,8.544552,47.32537,38,13501003,135,7.5594537659103e-4,0.00114662399580445,5.13126299685307e-4,0.0012964231631061012
120,8.544571,47.32627,33,13501003,135,7.9596292664115e-4,0.00124740778777531,5.13126299685307e-4,0.0012964231631061012
121,8.544589,47.32717,45,13501004,135,7.3693386946381e-4,0.0011547169015412,6.138393932911633e-4,8.405342373354929e-4
122,8.544608,47.32807,66,13501004,135,6.4408662964283e-4,0.0010413125062425,6.138393932911633e-4,8.405342373354929e-4
123,8.544627,47.32897,44,13501004,135,5.8680351785252e-4,0.00105541190763418,6.138393932911633e-4,8.405342373354929e-4
124,8.544645,47.32987,31,13501004,135,5.1052357711301e-4,6.742887301371e-4,6.138393932911633e-4,8.405342373354929e-4
125,8.544664,47.33077,58,13501004,135,4.2564403345671e-4,5.7028625908055e-4,6.138393932911633e-4,8.405342373354929e-4
126,8.544682,47.33166,3,13501004,135,3.5154264295168e-4,3.3259687302566e-4,6.138393932911633e-4,8.405342373354929e-4
127,8.54552,47.30827,10,13901002,139,3.6120363166571e-4,5.4593733094652e-4,5.715822808700232e-4,0.001096828706458473
128,8.545539,47.30917,4,13901002,139,2.9663875190332e-4,4.5147333640222e-4,5.715822808700232e-4,0.001096828706458473
129,8.545595,47.31187,3,13501003,135,3.3147008393704e-4,0.00112719526340024,5.13126299685307e-4,0.0012964231631061012
130,8.545651,47.31456,30,13501003,135,3.5909232059322e-4,0.00114492475469549,5.13126299685307e-4,0.0012964231631061012
131,8.545669,47.31546,35,13501003,135,3.9044804963791e-4,0.00121750740141797,5.13126299685307e-4,0.0012964231631061012
132,8.545688,47.31636,28,13501003,135,4.5124361377985e-4,0.00131193733559503,5.13126299685307e-4,0.0012964231631061012
133,8.545707,47.31726,11,13501003,135,3.9196948356392e-4,0.00126455746500375,5.13126299685307e-4,0.0012964231631061012
134,8.545725,47.31816,25,13501003,135,4.9210534123051e-4,0.00127424806203901,5.13126299685307e-4,0.0012964231631061012
135,8.545744,47.31906,25,13501003,135,5.5445225472949e-4,0.00128028830655026,5.13126299685307e-4,0.0012964231631061012
136,8.5457630000000009,47.31996,59,13501003,135,5.9665768085911e-4,0.00136376165137733,5.13126299685307e-4,0.0012964231631061012
137,8.545781,47.32086,32,13501003,135,6.8437177818592e-4,0.00142432724070135,5.13126299685307e-4,0.0012964231631061012
138,8.5458,47.32176,30,13501003,135,7.6412949470122e-4,0.00139741658356216,5.13126299685307e-4,0.0012964231631061012
139,8.545819,47.32266,63,13501003,135,7.3062418050125e-4,0.0013003180917219,5.13126299685307e-4,0.0012964231631061012
140,8.545837,47.32356,52,13501003,135,7.9911106436456e-4,0.00135699795880332,5.13126299685307e-4,0.0012964231631061012
141,8.545856,47.32446,44,13501003,135,8.1376958245205e-4,0.00120019499036858,5.13126299685307e-4,0.0012964231631061012
142,8.545875,47.32536,50,13501004,135,7.902038245416e-4,0.00119915716383323,6.138393932911633e-4,8.405342373354929e-4
143,8.545893,47.32626,35,13501004,135,8.2554613447618e-4,9.4095855280887e-4,6.138393932911633e-4,8.405342373354929e-4
144,8.545912,47.32716,91,13501004,135,7.8169542550482e-4,9.6578012823243e-4,6.138393932911633e-4,8.405342373354929e-4
145,8.545931,47.32805,47,13501004,135,6.8085070538576e-4,8.4974090202191e-4,6.138393932911633e-4,8.405342373354929e-4
146,8.545949,47.32895,79,13501004,135,5.8430945043617e-4,6.4364685692418e-4,6.138393932911633e-4,8.405342373354929e-4
147,8.545968,47.32985,16,13501004,135,5.5078605792393e-4,5.055179611962e-4,6.138393932911633e-4,8.405342373354929e-4
148,8.546824,47.30736,65,13901002,139,3.6827416691865e-4,5.5610589284792e-4,5.715822808700232e-4,0.001096828706458473
149,8.546842,47.30826,60,13901002,139,4.3325116184257e-4,6.4771824980864e-4,5.715822808700232e-4,0.001096828706458473
150,8.54688,47.31006,3,13901002,139,3.1215650665312e-4,7.0148413181776e-4,5.715822808700232e-4,0.001096828706458473
151,8.546898,47.31095,12,13901002,139,3.963515843175e-4,0.00106989988793111,5.715822808700232e-4,0.001096828706458473
152,8.546954,47.31365,3,13501003,135,2.1064222178718e-4,0.00101554201407411,5.13126299685307e-4,0.0012964231631061012
153,8.546973,47.31455,35,13501003,135,3.5976629850765e-4,0.00114885383575441,5.13126299685307e-4,0.0012964231631061012
154,8.546992,47.31545,34,13501003,135,4.2966448482541e-4,0.00129480328382707,5.13126299685307e-4,0.0012964231631061012
155,8.547011,47.31635,76,13501003,135,4.8682759810318e-4,0.00135509649881623,5.13126299685307e-4,0.0012964231631061012
156,8.547029,47.31725,43,13501005,135,3.681805975761e-4,0.00124055973648762,5.996948219668072e-4,0.0011513543559017875
157,8.547048,47.31815,45,13501005,135,4.8560683343597e-4,0.00122492741691534,5.996948219668072e-4,0.0011513543559017875
158,8.547067,47.31905,49,13501005,135,5.7796861593641e-4,9.7322197111334e-4,5.996948219668072e-4,0.0011513543559017875
159,8.547085,47.31995,48,13501005,135,7.1194194698904e-4,0.00118151368795239,5.996948219668072e-4,0.0011513543559017875
160,8.547104,47.32085,39,13501005,135,7.5855735936622e-4,0.00127289854006042,5.996948219668072e-4,0.0011513543559017875
161,8.547123,47.32175,54,13501005,135,8.1553327382248e-4,0.00132295110002616,5.996948219668072e-4,0.0011513543559017875
162,8.547141,47.32265,41,13501005,135,8.4904048832056e-4,0.00126149766411748,5.996948219668072e-4,0.0011513543559017875
163,8.54716,47.32355,17,13501004,135,8.5538739353372e-4,0.00118796977768179,6.138393932911633e-4,8.405342373354929e-4
164,8.547179,47.32444,84,13501004,135,8.6100288778106e-4,0.00113706108332576,6.138393932911633e-4,8.405342373354929e-4
165,8.547197,47.32534,87,13501004,135,8.582659256463e-4,9.393321628095e-4,6.138393932911633e-4,8.405342373354929e-4
166,8.547216,47.32624,40,13501004,135,8.3658085754183e-4,9.3804867611905e-4,6.138393932911633e-4,8.405342373354929e-4
167,8.547235,47.32714,44,13501004,135,8.064384999499e-4,6.4303842620777e-4,6.138393932911633e-4,8.405342373354929e-4
168,8.547253,47.32804,6,13501004,135,7.4985611758404e-4,6.7037655390564e-4,6.138393932911633e-4,8.405342373354929e-4
169,8.548053,47.30285,23,13901003,139,2.3705620183745e-4,3.6206502114022e-4,9.221442474174417e-4,0.0010987616940906317
170,8.548071,47.30375,28,13901003,139,2.4584073834859e-4,3.7536212471712e-4,9.221442474174417e-4,0.0010987616940906317
171,8.54809,47.30465,24,13901003,139,3.4333749934e-4,5.2008107437402e-4,9.221442474174417e-4,0.0010987616940906317
172,8.548109,47.30555,22,13901003,139,4.3249411216687e-4,6.4667101972785e-4,9.221442474174417e-4,0.0010987616940906317
173,8.548127,47.30645,22,13901002,139,5.4833319437693e-4,8.0059213550223e-4,5.715822808700232e-4,0.001096828706458473
174,8.548146,47.30734,33,13901002,139,5.6601705616638e-4,8.2274749513962e-4,5.715822808700232e-4,0.001096828706458473
175,8.548165,47.30824,3,13901002,139,4.4917191516561e-4,6.6962463546548e-4,5.715822808700232e-4,0.001096828706458473
176,8.548183,47.30914,3,13901002,139,4.1110817763189e-4,6.1688510587274e-4,5.715822808700232e-4,0.001096828706458473
177,8.548221,47.31094,11,13901002,139,3.8521387226642e-4,0.00104556513387161,5.715822808700232e-4,0.001096828706458473
178,8.54824,47.31184,10,13901002,139,4.3005819768497e-4,0.00109824417893807,5.715822808700232e-4,0.001096828706458473
179,8.548258,47.31274,4,13901002,139,2.4247622588318e-4,8.5609778194134e-4,5.715822808700232e-4,0.001096828706458473
180,8.548277,47.31364,43,13901002,139,1.8003194812381e-4,8.7608122361955e-4,5.715822808700232e-4,0.001096828706458473
181,8.548296,47.31454,47,13501003,135,4.6355600330936e-4,0.00127815967513658,5.13126299685307e-4,0.0012964231631061012
182,8.548314,47.31544,66,13501005,135,4.6876178473769e-4,0.0013804734869937,5.996948219668072e-4,0.0011513543559017875
183,8.548333,47.31634,45,13501005,135,5.3232263795463e-4,0.00122866967320613,5.996948219668072e-4,0.0011513543559017875
184,8.548352,47.31724,60,13501005,135,4.0918554683201e-4,0.00124083998659295,5.996948219668072e-4,0.0011513543559017875
185,8.54837,47.31814,96,13501005,135,4.9853813591674e-4,0.00123714448587374,5.996948219668072e-4,0.0011513543559017875
186,8.548389,47.31904,44,13501005,135,6.5616174543299e-4,0.00105076193038041,5.996948219668072e-4,0.0011513543559017875
187,8.548408,47.31994,44,13501005,135,7.0468090803805e-4,8.3592950795002e-4,5.996948219668072e-4,0.0011513543559017875
188,8.548427,47.32083,39,13501005,135,7.9810564480908e-4,0.00104836931719176,5.996948219668072e-4,0.0011513543559017875
189,8.548445,47.32173,79,13501005,135,8.39658786024e-4,0.00110868744590744,5.996948219668072e-4,0.0011513543559017875
190,8.548464,47.32263,139,13501004,135,8.5897711748642e-4,9.2984484546226e-4,6.138393932911633e-4,8.405342373354929e-4
191,8.548483,47.32353,71,13501004,135,8.6269713948487e-4,9.1871453249496e-4,6.138393932911633e-4,8.405342373354929e-4
192,8.548501,47.32443,53,13501004,135,8.6269817263859e-4,0.00095199929437596005,6.138393932911633e-4,8.405342373354929e-4
193,8.54852,47.32533,3,13501004,135,8.6042807865918e-4,8.2770974648653e-4,6.138393932911633e-4,8.405342373354929e-4
194,8.549337,47.30104,5,13901003,139,1.6787572968411e-4,6.8816707274393e-4,9.221442474174417e-4,0.0010987616940906317
195,8.549375,47.30283,24,13901003,139,2.8328927256664e-4,7.438774202147e-4,9.221442474174417e-4,0.0010987616940906317
196,8.549393,47.30373,27,13901003,139,3.5618680558896e-4,8.2181589052894e-4,9.221442474174417e-4,0.0010987616940906317
197,8.549412,47.30463,13,13901003,139,4.0088768198426e-4,8.4292129538386e-4,9.221442474174417e-4,0.0010987616940906317
198,8.549431,47.30553,3,13901003,139,5.0977528668495e-4,7.508523487589e-4,9.221442474174417e-4,0.0010987616940906317
199,8.54945,47.30643,35,13901003,139,5.54007908415e-4,8.0777446989029e-4,9.221442474174417e-4,0.0010987616940906317
200,8.549468,47.30733,21,13901002,139,6.3110262001626e-4,9.0142392749659e-4,5.715822808700232e-4,0.001096828706458473
201,8.549487,47.30823,14,13901002,139,5.816318357361e-4,8.4219928511833e-4,5.715822808700232e-4,0.001096828706458473
202,8.549506,47.30913,23,13901002,139,5.2548782563778e-4,7.7465147121796e-4,5.715822808700232e-4,0.001096828706458473
203,8.549524,47.31003,38,13901002,139,4.7232181265626e-4,8.7501514455574e-4,5.715822808700232e-4,0.001096828706458473
204,8.549543,47.31093,42,13901002,139,5.9856048976079e-4,0.00122799105338485,5.715822808700232e-4,0.001096828706458473
205,8.549562,47.31183,50,13901002,139,5.205751888749e-4,0.00124402405606481,5.715822808700232e-4,0.001096828706458473
206,8.549581,47.31273,65,13901002,139,4.8761280604632e-4,0.00131287155402417,5.715822808700232e-4,0.001096828706458473
207,8.549599,47.31363,76,13901002,139,3.8903988653756e-4,0.0013133141451785,5.715822808700232e-4,0.001096828706458473
208,8.549618,47.31453,76,13901002,139,5.4761696637128e-4,0.00134868912946557,5.715822808700232e-4,0.001096828706458473
209,8.549637,47.31543,51,13501005,135,5.709112642815e-4,0.00122859885664873,5.996948219668072e-4,0.0011513543559017875
210,8.549655,47.31633,42,13501005,135,5.8854094803603e-4,0.00121941471542503,5.996948219668072e-4,0.0011513543559017875
211,8.549674,47.31722,56,13501005,135,4.5217927461149e-4,0.00116004738752491,5.996948219668072e-4,0.0011513543559017875
212,8.549712,47.31902,71,13501005,135,6.3894453837874e-4,9.8328274332388e-4,5.996948219668072e-4,0.0011513543559017875
213,8.54973,47.31992,126,13501006,135,7.4839353597339e-4,6.0779223055446e-4,6.132683016857008e-4,6.711266778276288e-4
214,8.549749,47.32082,72,13501006,135,8.1877909851562e-4,7.687487393589e-4,6.132683016857008e-4,6.711266778276288e-4
215,8.549768,47.32172,59,13501006,135,8.3405429380398e-4,4.8677044811469e-4,6.132683016857008e-4,6.711266778276288e-4
216,8.549787,47.32262,30,13501004,135,8.3479634472175e-4,4.7817914809265e-4,6.138393932911633e-4,8.405342373354929e-4
217,8.549805,47.32352,13,13501004,135,8.5434143555191e-4,7.1351683837638e-4,6.138393932911633e-4,8.405342373354929e-4
218,8.550509,47.29383,7,14101003,141,0,3.0638733244585e-4,8.86971276594094e-4,6.624367989290904e-4
219,8.550528,47.29473,72,14101003,141,0,3.7611811754054e-4,8.86971276594094e-4,6.624367989290904e-4
220,8.550547,47.29563,51,14101003,141,0,4.551931012771e-4,8.86971276594094e-4,6.624367989290904e-4
221,8.550566,47.29653,61,14101003,141,0,4.7442767554062e-4,8.86971276594094e-4,6.624367989290904e-4
222,8.550584,47.29743,62,14101003,141,2.9801529366835e-4,6.5482080847101e-4,8.86971276594094e-4,6.624367989290904e-4
223,8.550603,47.29833,34,14101003,141,4.8703012551296e-4,7.0733504649283e-4,8.86971276594094e-4,6.624367989290904e-4
224,8.550622,47.29922,34,13901003,139,2.9426721588724e-4,6.4830012863097e-4,9.221442474174417e-4,0.0010987616940906317
225,8.550716,47.30372,10,13901003,139,3.8728361399305e-4,9.3371319146626e-4,9.221442474174417e-4,0.0010987616940906317
226,8.550734,47.30462,9,13901003,139,4.6225685333651e-4,9.6032745873895e-4,9.221442474174417e-4,0.0010987616940906317
227,8.550753,47.30552,9,13901003,139,5.4135245944939e-4,7.9170694582743e-4,9.221442474174417e-4,0.0010987616940906317
228,8.550772,47.30642,29,13901002,139,6.5074187193244e-4,0.00118069959142758,5.715822808700232e-4,0.001096828706458473
229,8.550791,47.30732,44,13901002,139,6.9064904012753e-4,9.6775641486644e-4,5.715822808700232e-4,0.001096828706458473
230,8.550809,47.30822,76,13901002,139,0.00073748253826788005,0.00103221163026451,5.715822808700232e-4,0.001096828706458473
231,8.550828,47.30912,39,13901002,139,4.6483339836097e-4,8.6684196969249e-4,5.715822808700232e-4,0.001096828706458473
232,8.550847,47.31002,58,13901002,139,7.1046577311159e-4,0.00126619283474778,5.715822808700232e-4,0.001096828706458473
233,8.550865,47.31092,27,13901002,139,6.6716310892661e-4,0.00127382413149506,5.715822808700232e-4,0.001096828706458473
234,8.550884,47.31182,59,13901002,139,6.0518800404445e-4,0.00134413135665458,5.715822808700232e-4,0.001096828706458473
235,8.550903,47.31272,96,13901002,139,5.2316194247221e-4,0.00136874972790761,5.715822808700232e-4,0.001096828706458473
236,8.550922,47.31361,70,13901002,139,4.3367196186997e-4,0.00130049060572513,5.715822808700232e-4,0.001096828706458473
237,8.55094,47.31451,33,13901002,139,5.1150139394981e-4,0.0011037041810576,5.715822808700232e-4,0.001096828706458473
238,8.550959,47.31541,60,13501005,135,4.5559007690104e-4,8.8731613949325e-4,5.996948219668072e-4,0.0011513543559017875
239,8.550978,47.31631,31,13501005,135,5.2757787425756e-4,0.00100904080928115,5.996948219668072e-4,0.0011513543559017875
240,8.551034,47.31901,45,13501006,135,6.1986853169887e-4,5.5877328783737e-4,6.132683016857008e-4,6.711266778276288e-4
241,8.551813,47.29292,19,14101003,141,0,2.7590875524768e-4,8.86971276594094e-4,6.624367989290904e-4
242,8.551831,47.29382,11,14101003,141,0,3.0791671669332e-4,8.86971276594094e-4,6.624367989290904e-4
243,8.55185,47.29472,51,14101003,141,0,4.0908241996967e-4,8.86971276594094e-4,6.624367989290904e-4
244,8.551869,47.29561,35,14101003,141,2.4206522240747e-4,5.4924312248555e-4,8.86971276594094e-4,6.624367989290904e-4
245,8.551888,47.29651,20,14101003,141,0,3.9571818537322e-4,8.86971276594094e-4,6.624367989290904e-4
246,8.551906,47.29741,16,14101003,141,5.2507799627966e-4,7.4562777282158e-4,8.86971276594094e-4,6.624367989290904e-4
247,8.551925,47.29831,26,14101003,141,0.00115969485769574,8.4848924577487e-4,8.86971276594094e-4,6.624367989290904e-4
248,8.551944,47.29921,20,14101004,141,6.1162431162635e-4,8.2003246251909e-4,0.0024585035933824026,0.001253411798256908
249,8.551963,47.30011,10,14101004,141,6.7418828702213e-4,9.5112525220411e-4,0.0024585035933824026,0.001253411798256908
250,8.552,47.30191,9,13901003,139,3.3609309413988e-4,9.3077990588927e-4,9.221442474174417e-4,0.0010987616940906317
251,8.552019,47.30281,36,13901003,139,4.2687453776453e-4,0.00108417222823239,9.221442474174417e-4,0.0010987616940906317
252,8.552038,47.30371,31,13901003,139,4.6775715572829e-4,0.00109797481380624,9.221442474174417e-4,0.0010987616940906317
253,8.552056,47.30461,39,13901003,139,5.5485242803212e-4,0.00113013533811267,9.221442474174417e-4,0.0010987616940906317
254,8.552075,47.30551,24,13901003,139,6.2955666549645e-4,0.00125572153668958,9.221442474174417e-4,0.0010987616940906317
255,8.552094,47.30641,25,13901003,139,7.535301084459e-4,0.00121958832345327,9.221442474174417e-4,0.0010987616940906317
256,8.552113,47.30731,49,13901003,139,7.5624370475169e-4,0.00103093642193088,9.221442474174417e-4,0.0010987616940906317
