location,lon,lat,population,ID,ID_Gem,Ai_walk_correct,Ai_walk_optimum,Ai_z_norm_correct,Ai_z_norm_optimized
731,8.583095,47.27192,32,13701003,137,2.3424000875344e-4,9.4139057233112e-4,7.142044617793805e-4,9.437125569087219e-4
732,8.584127,47.25842,31,13301002,133,0,5.2758175295952e-4,2.034021255840504e-4,8.368573256337847e-4
733,8.584146,47.25932,6,13301002,133,0,5.4501761424805e-4,2.034021255840504e-4,8.368573256337847e-4
734,8.584165,47.26022,66,13301002,133,0,6.5750422271779e-4,2.034021255840504e-4,8.368573256337847e-4
735,8.584184,47.26112,20,13301002,133,0,7.7019156829751e-4,2.034021255840504e-4,8.368573256337847e-4
736,8.584223,47.26291,15,13301002,133,0,8.5781365109275e-4,2.034021255840504e-4,8.368573256337847e-4
737,8.584242,47.26381,39,13301002,133,0,9.0850438774076e-4,2.034021255840504e-4,8.368573256337847e-4
738,8.584262,47.26471,125,13301001,133,0,0.00102275907357,5.916134874314783e-5,0.0010526463299537294
739,8.584281,47.26561,108,13301001,133,0,0.00104013333184211,5.916134874314783e-5,0.0010526463299537294
740,8.5843,47.26651,128,13301001,133,0,0.00104179615156987,5.916134874314783e-5,0.0010526463299537294
741,8.584319,47.26741,132,13301003,133,0,0.00102712576557708,1.9936001960286945e-4,9.243844123171929e-4
742,8.584339,47.26831,33,13301003,133,0,9.7772699182795e-4,1.9936001960286945e-4,9.243844123171929e-4
743,8.584358,47.26921,7,13301003,133,0,9.0875375810985e-4,1.9936001960286945e-4,9.243844123171929e-4
744,8.584377,47.27011,29,13701003,137,0,8.8400318092811e-4,7.142044617793805e-4,9.437125569087219e-4
745,8.585428,47.2575,3,13301002,133,0,2.6864737149207e-4,2.034021255840504e-4,8.368573256337847e-4
746,8.585448,47.2584,16,13301002,133,0,3.7077135460155e-4,2.034021255840504e-4,8.368573256337847e-4
747,8.585467,47.2593,19,13301002,133,0,7.0030081019767e-4,2.034021255840504e-4,8.368573256337847e-4
748,8.585486,47.2602,18,13301002,133,3.018087787676e-4,7.9485446153782e-4,2.034021255840504e-4,8.368573256337847e-4
749,8.585505,47.2611,68,13301002,133,1.2857682639842e-4,8.6349565215626e-4,2.034021255840504e-4,8.368573256337847e-4
750,8.585525,47.262,20,13301002,133,3.6007661283407e-4,0.00104584444334508,2.034021255840504e-4,8.368573256337847e-4
751,8.585544,47.2629,53,13301001,133,3.3035469622206e-4,0.00115134690938589,5.916134874314783e-5,0.0010526463299537294
752,8.585563,47.2638,78,13301001,133,2.9264165874155e-4,0.00121577394086836,5.916134874314783e-5,0.0010526463299537294
753,8.585583,47.2647,24,13301001,133,1.2900691024289e-4,0.00122338620923797,5.916134874314783e-5,0.0010526463299537294
754,8.585602,47.2656,86,13301003,133,0,0.00102518357099478,1.9936001960286945e-4,9.243844123171929e-4
755,8.585621,47.2665,19,13301003,133,0,0.00103132805552188,1.9936001960286945e-4,9.243844123171929e-4
756,8.585641,47.2674,28,13301003,133,0,0.00101140047804591,1.9936001960286945e-4,9.243844123171929e-4
757,8.58566,47.2683,78,13301003,133,0,9.4212455837296e-4,1.9936001960286945e-4,9.243844123171929e-4
758,8.585679,47.2692,14,13301003,133,0,8.161478864912e-4,1.9936001960286945e-4,9.243844123171929e-4
759,8.585699,47.2701,6,13701003,137,0,6.3481863985065e-4,7.142044617793805e-4,9.437125569087219e-4
760,8.586788,47.25929,56,13301002,133,3.3960682217863e-4,8.8677583428283e-4,2.034021255840504e-4,8.368573256337847e-4
761,8.586807,47.26019,22,13301002,133,4.4660546542936e-4,0.00102779471261687,2.034021255840504e-4,8.368573256337847e-4
762,8.586827,47.26109,50,13301004,133,3.7279685675909e-4,0.00102938639179806,8.147704872752082e-4,0.001098873954541785
763,8.586846,47.26199,67,13301004,133,3.9161029531237e-4,0.00115445576837261,8.147704872752082e-4,0.001098873954541785
764,8.586865,47.26289,57,13301001,133,4.2958270578411e-4,0.00103993387365133,5.916134874314783e-5,0.0010526463299537294
765,8.586885,47.26379,56,13301003,133,3.6865515711375e-4,0.00123472773154656,1.9936001960286945e-4,9.243844123171929e-4
766,8.586904,47.26469,17,13301003,133,0,9.5330058634256e-4,1.9936001960286945e-4,9.243844123171929e-4
767,8.586923,47.26559,112,13301003,133,3.2893221133673e-4,9.6553479794854e-4,1.9936001960286945e-4,9.243844123171929e-4
768,8.586943,47.26649,14,13301003,133,1.4335202967009e-4,9.0278710674492e-4,1.9936001960286945e-4,9.243844123171929e-4
769,8.586962,47.26738,29,13301003,133,0,9.5579513193589e-4,1.9936001960286945e-4,9.243844123171929e-4
770,8.586981,47.26828,48,13301003,133,0,5.6905181983589e-4,1.9936001960286945e-4,9.243844123171929e-4
771,8.588032,47.25568,26,13301002,133,1.3027761711033e-4,5.0246723120659e-4,2.034021255840504e-4,8.368573256337847e-4
772,8.588051,47.25658,22,13301002,133,4.2042068192463e-4,6.4992969495192e-4,2.034021255840504e-4,8.368573256337847e-4
773,8.58807,47.25748,21,13301002,133,3.4025920132491e-4,5.4340964840286e-4,2.034021255840504e-4,8.368573256337847e-4
774,8.588109,47.25928,17,13301002,133,4.0373769980476e-4,9.5423197243997e-4,2.034021255840504e-4,8.368573256337847e-4
775,8.588128,47.26018,29,13301004,133,4.6393914303108e-4,0.0010619662811215,8.147704872752082e-4,0.001098873954541785
776,8.588148,47.26108,53,13301004,133,5.399018965878e-4,0.0011341812970486,8.147704872752082e-4,0.001098873954541785
777,8.588167,47.26198,15,13301004,133,0.00058512576878549005,0.00116592449072572,8.147704872752082e-4,0.001098873954541785
778,8.588186,47.26287,52,13301004,133,5.0167844671898e-4,0.00115716310868797,8.147704872752082e-4,0.001098873954541785
779,8.588206,47.26377,38,13301003,133,4.0210224868188e-4,6.8266491698141e-4,1.9936001960286945e-4,9.243844123171929e-4
780,8.588225,47.26467,130,13301003,133,3.7023474405835e-4,0.00108136159708794,1.9936001960286945e-4,9.243844123171929e-4
781,8.588244,47.26557,102,13301003,133,3.8858709783418e-4,8.1646375275848e-4,1.9936001960286945e-4,9.243844123171929e-4
782,8.588264,47.26647,56,13301003,133,3.1480096757066e-4,7.1254813376574e-4,1.9936001960286945e-4,9.243844123171929e-4
783,8.588283,47.26737,19,13301003,133,1.483702154897e-4,4.8697624794989e-4,1.9936001960286945e-4,9.243844123171929e-4
784,8.589333,47.25477,49,13301005,133,3.4005434605915e-4,6.5563630258671e-4,5.673050510720313e-4,0.001068572709396964
785,8.589353,47.25567,48,13301005,133,3.1396084788203e-4,5.647962666867e-4,5.673050510720313e-4,0.001068572709396964
786,8.589372,47.25657,85,13301005,133,4.3617878568203e-4,6.6904161558556e-4,5.673050510720313e-4,0.001068572709396964
787,8.5893910000000009,47.25747,45,13301002,133,5.2003075437656e-4,7.6011528418197e-4,2.034021255840504e-4,8.368573256337847e-4
788,8.589411,47.25836,18,13301002,133,5.5305568635598e-4,0.00102750901208347,2.034021255840504e-4,8.368573256337847e-4
789,8.58943,47.25926,34,13301004,133,5.7786625740473e-4,0.00115912895859702,8.147704872752082e-4,0.001098873954541785
790,8.589449,47.26016,130,13301004,133,6.6488645921312e-4,0.00111266521224461,8.147704872752082e-4,0.001098873954541785
791,8.589469,47.26106,123,13301004,133,6.8658828961353e-4,0.00121370338102951,8.147704872752082e-4,0.001098873954541785
792,8.589488,47.26196,35,13301004,133,7.238278365053e-4,0.00104049127083919,8.147704872752082e-4,0.001098873954541785
793,8.589527,47.26376,97,13301004,133,6.2783503827134e-4,9.679245690428e-4,8.147704872752082e-4,0.001098873954541785
794,8.589546,47.26466,31,13301003,133,5.1379064532246e-4,9.4764185548184e-4,1.9936001960286945e-4,9.243844123171929e-4
795,8.589566,47.26556,30,13301003,133,4.2644761039634e-4,6.344705618945e-4,1.9936001960286945e-4,9.243844123171929e-4
796,8.589585,47.26646,22,13301003,133,3.540110885256e-4,6.3737220700417e-4,1.9936001960286945e-4,9.243844123171929e-4
797,8.590635,47.25385,40,13301005,133,2.9864826935225e-4,5.8915963090734e-4,5.673050510720313e-4,0.001068572709396964
798,8.590654,47.25475,35,13301005,133,4.2920442021096e-4,7.7553947702222e-4,5.673050510720313e-4,0.001068572709396964
799,8.590673,47.25565,35,13301005,133,4.9142797051156e-4,7.308812593768e-4,5.673050510720313e-4,0.001068572709396964
800,8.590693,47.25655,64,13301005,133,6.1516418476748e-4,8.4380457652908e-4,5.673050510720313e-4,0.001068572709396964
801,8.590712,47.25745,127,13301002,133,7.4490929322072e-4,9.2866517613668e-4,2.034021255840504e-4,8.368573256337847e-4
802,8.590732,47.25835,104,13301004,133,7.6741104817533e-4,0.00119180757953485,8.147704872752082e-4,0.001098873954541785
803,8.590751,47.25925,112,13301004,133,7.292722379667e-4,0.0011539956386521,8.147704872752082e-4,0.001098873954541785
804,8.59077,47.26015,69,13301004,133,7.8584016843745e-4,0.0012323730854214,8.147704872752082e-4,0.001098873954541785
805,8.59079,47.26105,107,13301004,133,9.1442058628748e-4,0.00110691405406434,8.147704872752082e-4,0.001098873954541785
806,8.590809,47.26195,33,13301004,133,8.3485256703481e-4,9.3588847411382e-4,8.147704872752082e-4,0.001098873954541785
807,8.591936,47.25294,50,13301005,133,0,4.3245945616289e-4,5.673050510720313e-4,0.001068572709396964
808,8.591956,47.25384,48,13301005,133,3.5142114413755e-4,6.7393893690793e-4,5.673050510720313e-4,0.001068572709396964
809,8.591975,47.25474,24,13301005,133,5.3947819753701e-4,8.8100294561394e-4,5.673050510720313e-4,0.001068572709396964
810,8.591994,47.25564,40,13301005,133,5.9420803523508e-4,8.6986899112031e-4,5.673050510720313e-4,0.001068572709396964
811,8.592014,47.25654,74,13301005,133,4.8752038388621e-4,7.7576135374921e-4,5.673050510720313e-4,0.001068572709396964
812,8.592033,47.25744,78,13301005,133,7.88417731888e-4,9.7236695479643e-4,5.673050510720313e-4,0.001068572709396964
813,8.592053,47.25834,52,13301004,133,8.8400912305879e-4,0.00100075062278477,8.147704872752082e-4,0.001098873954541785
814,8.592072,47.25924,67,13301004,133,9.3440411605696e-4,0.00122529133710028,8.147704872752082e-4,0.001098873954541785
815,8.592092,47.26014,119,13301004,133,9.5709720404565e-4,0.00115089932997586,8.147704872752082e-4,0.001098873954541785
816,8.592111,47.26104,72,13301004,133,0.00104053769753759,0.00107695925846366,8.147704872752082e-4,0.001098873954541785
817,8.59215,47.26284,52,13301004,133,8.7823814190433e-4,6.9757739329749e-4,8.147704872752082e-4,0.001098873954541785
818,8.593238,47.25203,16,13301005,133,0,3.4381089628705e-4,5.673050510720313e-4,0.001068572709396964
819,8.593257,47.25293,11,13301005,133,1.4418115094547e-4,5.5134186846369e-4,5.673050510720313e-4,0.001068572709396964
820,8.593277,47.25383,39,13301005,133,4.9451805317355e-4,8.4290225034486e-4,5.673050510720313e-4,0.001068572709396964
821,8.593296,47.25473,27,13301005,133,6.6867120544267e-4,9.6028030119041e-4,5.673050510720313e-4,0.001068572709396964
822,8.593315,47.25563,89,13301005,133,7.0054509532011e-4,9.7423941614503e-4,5.673050510720313e-4,0.001068572709396964
823,8.593335,47.25653,94,13301005,133,8.0742740608395e-4,9.7966874438757e-4,5.673050510720313e-4,0.001068572709396964
824,8.593354,47.25743,79,13301005,133,0.00100726580214755,0.00102944486840783,5.673050510720313e-4,0.001068572709396964
825,8.593374,47.25832,51,13301004,133,0.00103135836700407,0.0010214384405382,8.147704872752082e-4,0.001098873954541785
826,8.593393,47.25922,107,13301004,133,0.0011110846030107,0.00118473034043918,8.147704872752082e-4,0.001098873954541785
827,8.593413,47.26012,26,13301004,133,0.00110082166311406,0.00115036617944048,8.147704872752082e-4,0.001098873954541785
828,8.593432,47.26102,32,13301004,133,0.00115282030622545,0.00101029772971466,8.147704872752082e-4,0.001098873954541785
829,8.594539,47.25112,28,13301005,133,0,7.0280783858162e-4,5.673050510720313e-4,0.001068572709396964
830,8.594578,47.25292,10,13301005,133,2.9000910558441e-4,5.755732993248e-4,5.673050510720313e-4,0.001068572709396964
831,8.594597,47.25381,68,13301005,133,5.6705830817466e-4,0.00115908420796246,5.673050510720313e-4,0.001068572709396964
832,8.594617,47.25471,81,13301005,133,7.4625336748722e-4,9.9116005436685e-4,5.673050510720313e-4,0.001068572709396964
833,8.594636,47.25561,30,13301005,133,8.7468886170068e-4,0.0010229817666325,5.673050510720313e-4,0.001068572709396964
834,8.594656,47.25651,16,13301005,133,9.5111891474526e-4,0.00103353248739356,5.673050510720313e-4,0.001068572709396964
835,8.594675,47.25741,39,13301006,133,0.0010932979621409,0.00104203688447764,0.0011640272034617385,0.00124496418739009
836,8.594695,47.25831,31,13301004,133,0.00118899269503994,0.00103091918405916,8.147704872752082e-4,0.001098873954541785
837,8.594714,47.25921,11,13301004,133,0.00121214490152755,0.0010058287323201,8.147704872752082e-4,0.001098873954541785
838,8.594734,47.26011,86,13301004,133,0.00120741423859133,9.2690610973955e-4,8.147704872752082e-4,0.001098873954541785
839,8.59584,47.2502,6,13301005,133,0,7.7826034950709e-4,5.673050510720313e-4,0.001068572709396964
840,8.595879,47.252,11,13301005,133,3.690860432303e-4,0.00103363295360803,5.673050510720313e-4,0.001068572709396964
841,8.595899,47.2529,42,13301005,133,4.9048847459835e-4,0.00117607878594636,5.673050510720313e-4,0.001068572709396964
842,8.595918,47.2538,70,13301005,133,6.4690649568801e-4,0.00123430903880793,5.673050510720313e-4,0.001068572709396964
843,8.595938,47.2547,62,13301005,133,7.4175018375538e-4,0.00145185513350551,5.673050510720313e-4,0.001068572709396964
844,8.595957,47.2556,127,13301005,133,9.0103911339656e-4,0.0014696177928594,5.673050510720313e-4,0.001068572709396964
845,8.595977,47.2565,23,13301006,133,0.00109006756326749,0.00104192156159417,0.0011640272034617385,0.00124496418739009
846,8.595996,47.2574,121,13301006,133,0.00115026811020875,0.0010425411032527,0.0011640272034617385,0.00124496418739009
847,8.596016,47.2583,105,13301006,133,0.00123061839696647,0.00103103947993761,0.0011640272034617385,0.00124496418739009
848,8.596035,47.2592,10,13301004,133,0.00126768246089253,0.00100395093757613,8.147704872752082e-4,0.001098873954541785
849,8.596074,47.261,3,13301004,133,0.00125764648477443,8.2358041356094e-4,8.147704872752082e-4,0.001098873954541785
850,8.597142,47.24929,10,13301005,133,2.8129821347218e-4,8.5178475144131e-4,5.673050510720313e-4,0.001068572709396964
851,8.597161,47.25019,51,13301005,133,0,8.4276139186122e-4,5.673050510720313e-4,0.001068572709396964
852,8.597181,47.25109,67,13301005,133,3.2267970230534e-4,0.00112029241144804,5.673050510720313e-4,0.001068572709396964
853,8.5972,47.25199,88,13301009,133,3.8051991869764e-4,0.0011673840445024,7.997056159220541e-4,0.0013315517050539421
854,8.59722,47.25289,144,13301005,133,4.7835325402844e-4,0.00142654142033554,5.673050510720313e-4,0.001068572709396964
855,8.597239,47.25379,121,13301005,133,6.5727355925991e-4,0.00130380518531872,5.673050510720313e-4,0.001068572709396964
856,8.597259,47.25469,36,13301005,133,7.7883099736609e-4,0.00155046531924394,5.673050510720313e-4,0.001068572709396964
857,8.597278,47.25559,92,13301006,133,9.9593166560072e-4,0.00157817971983012,0.0011640272034617385,0.00124496418739009
858,8.597298,47.25649,66,13301006,133,0.00114825998868692,0.00127365985440303,0.0011640272034617385,0.00124496418739009
859,8.597317,47.25739,34,13301006,133,0.00122647266327924,0.00103023307701559,0.0011640272034617385,0.00124496418739009
860,8.597337,47.25829,77,13301006,133,0.00127294798502272,0.00128157482077897,0.0011640272034617385,0.00124496418739009
861,8.597356,47.25918,153,13301006,133,0.00128624561446351,0.00122994239967816,0.0011640272034617385,0.00124496418739009
862,8.597376,47.26008,55,13301008,133,0.00128633451184386,8.9555516868476e-4,0.0012479855261664664,0.001179512049748242
863,8.597395,47.260980000000004,16,13301008,133,0.00127079783558046,7.5232529662729e-4,0.0012479855261664664,0.001179512049748242
864,8.598443,47.24838,35,13301009,133,4.2717607358554e-4,8.6339727292858e-4,7.997056159220541e-4,0.0013315517050539421
865,8.598463,47.24928,8,13301005,133,3.4828859423368e-4,9.6768738295921e-4,5.673050510720313e-4,0.001068572709396964
866,8.598482,47.25018,61,13301009,133,2.6977356937158e-4,9.7854328303157e-4,7.997056159220541e-4,0.0013315517050539421
867,8.598502,47.25108,60,13301009,133,6.3589486605347e-4,0.00144307686026565,7.997056159220541e-4,0.0013315517050539421
868,8.598521,47.25198,34,13301009,133,6.833719329698e-4,0.00154534108807995,7.997056159220541e-4,0.0013315517050539421
869,8.598541,47.25288,120,13301005,133,5.2029771168891e-4,0.00157151422210526,5.673050510720313e-4,0.001068572709396964
870,8.59856,47.25378,106,13301005,133,6.6141849151022e-4,0.00160706166017653,5.673050510720313e-4,0.001068572709396964
871,8.59858,47.25467,93,13301010,133,8.1481163237429e-4,0.00162575569771076,7.686810785805318e-4,0.0016926285941596198
872,8.598599,47.25557,29,13301006,133,9.6432789731157e-4,0.0015924485903315,0.0011640272034617385,0.00124496418739009
873,8.598619,47.25647,5,13301006,133,0.00101503943503009,0.00124671514710138,0.0011640272034617385,0.00124496418739009
874,8.598638,47.25737,7,13301006,133,0.00105119868174389,0.00128964501899776,0.0011640272034617385,0.00124496418739009
875,8.598658,47.25827,85,13301006,133,0.00126267105288779,0.00125235602352169,0.0011640272034617385,0.00124496418739009
876,8.598677,47.25917,204,13301008,133,0.0012888082641675,0.00122225978177701,0.0012479855261664664,0.001179512049748242
877,8.598697,47.26007,166,13301008,133,0.0012890573948677,0.00114071441677324,0.0012479855261664664,0.001179512049748242
878,8.599764,47.24837,37,13301009,133,4.6442161491261e-4,0.00106281569658955,7.997056159220541e-4,0.0013315517050539421
879,8.599783,47.24927,19,13301009,133,4.8927641805674e-4,0.00145455715343026,7.997056159220541e-4,0.0013315517050539421
880,8.599803,47.25016,73,13301009,133,4.1942348290458e-4,0.00148306167111126,7.997056159220541e-4,0.0013315517050539421
881,8.599822,47.25106,78,13301009,133,5.4331767274511e-4,0.00161861353463473,7.997056159220541e-4,0.0013315517050539421
882,8.599842,47.25196,60,13301009,133,7.315509235195e-4,0.00165598653711216,7.997056159220541e-4,0.0013315517050539421
883,8.599862,47.25286,116,13301009,133,9.0949961522263e-4,0.00176312141660394,7.997056159220541e-4,0.0013315517050539421
884,8.599881,47.25376,92,13301010,133,9.8991915229455e-4,0.00167502104770969,7.686810785805318e-4,0.0016926285941596198
885,8.599901,47.25466,73,13301010,133,8.2798347545544e-4,0.00167843232246996,7.686810785805318e-4,0.0016926285941596198
886,8.59992,47.25556,63,13301006,133,9.5195877878449e-4,0.00129755268639971,0.0011640272034617385,0.00124496418739009
887,8.59994,47.25646,121,13301006,133,0.00106296213609908,0.00134520732416935,0.0011640272034617385,0.00124496418739009
888,8.599959,47.25736,86,13301006,133,0.00122934184997621,0.00126688935395631,0.0011640272034617385,0.00124496418739009
889,8.599979,47.25826,50,13301006,133,0.001270860514248,0.0013532627569004,0.0011640272034617385,0.00124496418739009
890,8.599998,47.25916,102,13301008,133,0.00128479489967304,0.00122074321159837,0.0012479855261664664,0.001179512049748242
891,8.600018,47.26006,24,13301008,133,0.0012852166568702,0.00105558157827147,0.0012479855261664664,0.001179512049748242
892,8.600038,47.26096,13,13301008,133,0.00127242957370895,9.7107566855185e-4,0.0012479855261664664,0.001179512049748242
893,8.601045,47.24655,42,13301009,133,7.7049302047504e-4,9.2980433459363e-4,7.997056159220541e-4,0.0013315517050539421
894,8.601065,47.24745,14,13301009,133,7.5876800617787e-4,9.8088991026418e-4,7.997056159220541e-4,0.0013315517050539421
895,8.601085,47.24835,101,13301009,133,7.2488600503434e-4,9.9772536533286e-4,7.997056159220541e-4,0.0013315517050539421
896,8.601104,47.24925,144,13301009,133,5.6241259044655e-4,0.00151116813112356,7.997056159220541e-4,0.0013315517050539421
897,8.601124,47.25015,151,13301009,133,5.2697648113339e-4,0.00162705903421842,7.997056159220541e-4,0.0013315517050539421
898,8.601143,47.25105,105,13301009,133,6.201411281381e-4,0.00161567658889096,7.997056159220541e-4,0.0013315517050539421
899,8.601163,47.25195,16,13301009,133,8.4828000924834e-4,0.00178036242247879,7.997056159220541e-4,0.0013315517050539421
900,8.601182,47.25285,118,13301010,133,9.0550661997676e-4,0.00173140099543787,7.686810785805318e-4,0.0016926285941596198
901,8.601202,47.25375,96,13301010,133,8.6133503506124e-4,0.00168075963967611,7.686810785805318e-4,0.0016926285941596198
902,8.601222,47.25465,21,13301010,133,8.6608282036257e-4,0.00171199506109895,7.686810785805318e-4,0.0016926285941596198
903,8.601241,47.25555,103,13301011,133,0.00102174326099124,0.00119782751367065,8.662000958748155e-4,0.0013710728710051444
904,8.601261,47.25645,144,13301011,133,0.00113581196852807,0.00136635713410504,8.662000958748155e-4,0.0013710728710051444
905,8.60128,47.25735,89,13301011,133,0.0012111617383525,0.00137313519670177,8.662000958748155e-4,0.0013710728710051444
906,8.6013,47.25825,186,13301008,133,0.00124167778296966,0.00132229395085425,0.0012479855261664664,0.001179512049748242
907,8.601319,47.25914,88,13301008,133,0.00126042072952778,0.00112070924290278,0.0012479855261664664,0.001179512049748242
908,8.602347,47.24564,18,13301009,133,8.8705969074179e-4,9.0481910996066e-4,7.997056159220541e-4,0.0013315517050539421
909,8.602366,47.24654,73,13301009,133,8.8328247753787e-4,0.00101802086783144,7.997056159220541e-4,0.0013315517050539421
910,8.602386,47.24744,189,13301009,133,8.8803190853613e-4,0.0010190967870761,7.997056159220541e-4,0.0013315517050539421
911,8.602405,47.24834,180,13301009,133,8.2145446320645e-4,0.00125242741057539,7.997056159220541e-4,0.0013315517050539421
912,8.602425,47.24924,106,13301009,133,6.906626045533e-4,0.0015380977830464,7.997056159220541e-4,0.0013315517050539421
913,8.602445,47.25014,89,13301009,133,7.8121035876908e-4,0.0016966102491625,7.997056159220541e-4,0.0013315517050539421
914,8.602484,47.25194,26,13301010,133,8.8103010888347e-4,0.0017755202898059,7.686810785805318e-4,0.0016926285941596198
915,8.602503,47.25284,5,13301010,133,8.1934036047847e-4,0.00175971019910499,7.686810785805318e-4,0.0016926285941596198
916,8.602523,47.25374,122,13301010,133,6.3357288250729e-4,0.00171090797155628,7.686810785805318e-4,0.0016926285941596198
917,8.602543,47.25463,88,13301010,133,7.5049593104638e-4,0.00169252770302575,7.686810785805318e-4,0.0016926285941596198
918,8.602562,47.25553,109,13301011,133,9.5526890803288e-4,0.00156616594288399,8.662000958748155e-4,0.0013710728710051444
919,8.602582,47.25643,94,13301011,133,0.00104989331927874,0.0013093526298488,8.662000958748155e-4,0.0013710728710051444
920,8.602601,47.25733,128,13301011,133,0.00113485729221189,0.00132377940900051,8.662000958748155e-4,0.0013710728710051444
921,8.602621,47.25823,81,13301008,133,0.00116783185214249,0.00122939962333894,0.0012479855261664664,0.001179512049748242
922,8.602641,47.25913,19,13301008,133,0.00122255971912031,0.0011280915077176,0.0012479855261664664,0.001179512049748242
923,8.603648,47.24473,12,13301009,133,8.4069345389687e-4,6.6601000436096e-4,7.997056159220541e-4,0.0013315517050539421
924,8.603667,47.24563,74,13301009,133,0.00102987538710861,9.9241821924119e-4,7.997056159220541e-4,0.0013315517050539421
925,8.603687,47.24653,133,13301009,133,0.00101170843708325,0.00128457347756756,7.997056159220541e-4,0.0013315517050539421
926,8.603707,47.24743,165,13301009,133,0.00100762553533255,0.0013395952120299,7.997056159220541e-4,0.0013315517050539421
927,8.603726,47.24833,170,13301009,133,9.2307932562787e-4,0.00134975383977493,7.997056159220541e-4,0.0013315517050539421
928,8.603746,47.24923,66,13301009,133,7.3751885913461e-4,0.00151483635884136,7.997056159220541e-4,0.0013315517050539421
929,8.603785,47.25102,4,13301010,133,8.3246166723851e-4,0.00178152220958487,7.686810785805318e-4,0.0016926285941596198
930,8.603805,47.25192,22,13301010,133,8.2776654226062e-4,0.00179621262002735,7.686810785805318e-4,0.0016926285941596198
931,8.603824,47.25282,24,13301010,133,7.2624434275146e-4,0.00170156939218016,7.686810785805318e-4,0.0016926285941596198
932,8.603844,47.25372,89,13301010,133,8.8563162704273e-4,0.00174670408065081,7.686810785805318e-4,0.0016926285941596198
933,8.603863,47.25462,72,13301010,133,6.3603178206347e-4,0.00171801848418491,7.686810785805318e-4,0.0016926285941596198
934,8.603883,47.25552,104,13301011,133,5.1025680642818e-4,0.00138550372089859,8.662000958748155e-4,0.0013710728710051444
935,8.603903,47.25642,167,13301011,133,9.6030481311808e-4,0.00137865055983038,8.662000958748155e-4,0.0013710728710051444
936,8.603922,47.25732,163,13301011,133,9.8628386734436e-4,0.00126548557296709,8.662000958748155e-4,0.0013710728710051444
937,8.603942,47.25822,52,13301008,133,0.00110441585933873,0.00113612757078418,0.0012479855261664664,0.001179512049748242
938,8.604988,47.24561,55,13301009,133,0.00110361727660599,0.00124397945421321,7.997056159220541e-4,0.0013315517050539421
939,8.605008,47.24651,72,13301009,133,0.00111032525024977,0.0013482180174488,7.997056159220541e-4,0.0013315517050539421
940,8.605106,47.25101,74,13301010,133,6.2266547481809e-4,0.00170542157489221,7.686810785805318e-4,0.0016926285941596198
941,8.605126,47.25191,59,13301010,133,7.3670661848972e-4,0.00169913602762409,7.686810785805318e-4,0.0016926285941596198
942,8.605145,47.25281,78,13301010,133,7.6493401469927e-4,0.00174622166240417,7.686810785805318e-4,0.0016926285941596198
943,8.605165,47.25371,43,13301010,133,7.2756067481288e-4,0.0016424983489224,7.686810785805318e-4,0.0016926285941596198
944,8.605184,47.25461,115,13301011,133,6.0350444999586e-4,0.00163243569704894,8.662000958748155e-4,0.0013710728710051444
945,8.605204,47.25551,141,13301011,133,6.5713402840991e-4,0.00126289996251622,8.662000958748155e-4,0.0013710728710051444
946,8.605224,47.25641,135,13301011,133,8.3749092709182e-4,0.00135312082389014,8.662000958748155e-4,0.0013710728710051444
947,8.605243,47.25731,36,13301011,133,9.4351148154644e-4,0.00123709462401413,8.662000958748155e-4,0.0013710728710051444
948,8.605263,47.25821,4,13301008,133,0.0010026480000673,0.00112061597548346,0.0012479855261664664,0.001179512049748242
949,8.606309,47.2456,37,13301009,133,0.00113664391908202,0.00129347385196844,7.997056159220541e-4,0.0013315517050539421
950,8.606328,47.2465,127,13301009,133,0.00115432713952892,0.00132946724435156,7.997056159220541e-4,0.0013315517050539421
951,8.606407,47.2501,32,13301010,133,6.335191415447e-4,0.00151172170239991,7.686810785805318e-4,0.0016926285941596198
952,8.606427,47.251,95,13301010,133,6.8470408966422e-4,0.00177624718433246,7.686810785805318e-4,0.0016926285941596198
953,8.606446,47.2519,22,13301010,133,6.209803423045e-4,0.0017175191222587,7.686810785805318e-4,0.0016926285941596198
954,8.606466,47.2528,73,13301010,133,7.0429765625767e-4,0.00163417285088293,7.686810785805318e-4,0.0016926285941596198
955,8.606486,47.2537,72,13301013,133,7.3226850373469e-4,0.00166900445133813,2.539236852453791e-4,0.0012253136761731303
956,8.606505,47.25459,58,13301011,133,4.8698824769366e-4,0.00160571481330003,8.662000958748155e-4,0.0013710728710051444
957,8.606525,47.25549,124,13301011,133,6.3754390049119e-4,0.00130937434055041,8.662000958748155e-4,0.0013710728710051444
958,8.606545,47.25639,15,13301011,133,0.00059358400987399005,0.00125092264053103,8.662000958748155e-4,0.0013710728710051444
959,8.606564,47.25729,3,13301011,133,8.5395742806178e-4,0.00123051735139568,8.662000958748155e-4,0.0013710728710051444
960,8.60759,47.24379,25,13301009,133,0.00104787241067138,8.5888049737407e-4,7.997056159220541e-4,0.0013315517050539421
961,8.60761,47.24469,114,13301009,133,0.00116353859817094,0.00115989487646088,7.997056159220541e-4,0.0013315517050539421
962,8.607629,47.24559,280,13301012,133,0.00116242799396122,9.5888605167668e-4,0.0011430509649830172,0.0010065435503101975
963,8.607649,47.24649,179,13301012,133,0.00116210131413197,0.00128363095805058,0.0011430509649830172,0.0010065435503101975
